,Title,Address or Zone,Property Details,Url,Image,Source Info,Source Date or Published Date (Days),Price,No of Bedroom Available,Floor Size or Property Size sq. feet
1242,Altitude 236 Alam Damai Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,... Selling: RM855000 Call Naomi 019-3307--- Ren 07203 Altitude 236 is an elegant luxury condominium located in the vicinity of Cheras Kuala...,http://rd.trovit.com/id.p1K1q1Dk191u0/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.18/,#NA,iProperty,30+ days ago,MYR 855000,4,1485
1243,Imperial Residency Taman Sri Aman Cheras, 43200 Taman Sri Aman Daerah Alor Gajah Malacca ,...main highway: o Cheras  Kajang Highway o Easy access to Cheras Central Leisure Mall UCSI  Mid Valley via the East-West Express Link o Kuala...,http://rd.trovit.com/id.t1y1oq1c1x18b/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.19/,#NA,iProperty,30+ days ago,MYR 590000,3,1457
1244,Green Terrain (Prima Villa) Taman Rasa Sayang Cheras, 43200 Cheras Ampang Jaya Selangor ,...through Connaught Highway Kuala Lumpur City Centre MRR2 and the North-South Expressway (PLUS). Welcome to call for viewing Amber 012-7018---,http://rd.trovit.com/id.w41531DI1C8/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.20/,#NA,iProperty,12 days ago,MYR 550888,4,1368
1245,Midah Ria Condominium Taman Midah Cheras, 56000 Taman Midah Cheras Ampang Jaya Selangor ,...Lumpur and Selangor we are doing selling renting buying for all kind of properties in residential commercial industry and all kind of...,http://rd.trovit.com/id.1OlF1j1101I1s/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.21/,#NA,iProperty,29 days ago,MYR 380000,3,936
1246,9Ine (Residensi Sembilan) Taman Kemacahaya Cheras, 43200 Cheras Ampang Jaya Selangor ,Condominium for sale in 9ine condominium cheras kuala lumpur. Brand new condo in cheras. Freehold. 3 Room 2 Bath. 2 carpark. Fully and...,http://rd.trovit.com/id.1n1E1Fu1711X1a/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.22/,#NA,iProperty,30+ days ago,MYR 568000,3,1142
1247,Taman Pandan Jaya Cheras, 56100 Cheras Ampang Jaya Selangor ,[For sale] pandan jaya apartment block m14 pandan jaya kuala lumpur. Strategic location for investment. High rental income. 3rd floor...,http://rd.trovit.com/id.1p1p1rSy8RL/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.23/,#NA,iProperty,30+ days ago,MYR 205000,2,750
1248,Emerald Residence Bandar Mahkota Cheras, 43200 Bandar Mahkota Cheras Kajang Selangor ,...Lumpur and Serdang. Walking distance to AEON Mahkota Cheras Nearby Hussein Onn MRT station. 5 minutes driving distance from UTAR Sungai Long...,http://rd.trovit.com/id.1Bw1t1eR1fs18/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.24/,#NA,iProperty,30+ days ago,MYR 520000,3,1211
1249,Prisma Cheras Taman Midah Cheras, 56000 Taman Midah Cheras Ampang Jaya Selangor ,Prisma Cheras Condominium Jalan Midah 8A Taman Midah 56000 Kuala Lumpur Area: 1072 sq. Ft. Selling Price: RM 428000. Freeld. 2 Rooms and 2...,http://rd.trovit.com/id.1E1qjAgr171m/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.24685web-modphp-035dbda44726d3c/tracking/what_d.kuala%20lumpur/type.1/page.50/cookieid.421531292365dbda44725fdd9.86575793/campaigns.283/pos.25/,#NA,iProperty,30+ days ago,MYR 408000,3,1072
1250,Green Residence Taman Rasa Sayang Cheras, 43200 Cheras Ampang Jaya Selangor ,...sea level those who live on the higher floors of Green Residence are treated to spectacular treetop views of the green lung of Cheras and Kuala...,http://rd.trovit.com/id.1T1kiS1R_1Xm/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.1/,//img-ap-1.trovit.com/img1my/1T1kiS1R_1Xm/1T1kiS1R_1Xm.1_10.jpg,iProperty,30+ days ago,MYR 788000,3,1277
1251,Altitude 236 Alam Damai Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,... Selling: RM950000 Call Naomi 019-3307--- Ren 07203 Altitude 236 is an elegant luxury condominium located in the vicinity of Cheras Kuala...,http://rd.trovit.com/id.1V1uI1j31c1Ow/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.2/,//img-ap-1.trovit.com/img1my/1V1uI1j31c1Ow/1V1uI1j31c1Ow.1_10.jpg,iProperty,30+ days ago,MYR 925000,4,1808
1252,Awana Puri Taman Mutiara Barat Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Awana Puri Condominium Tmn Tayton Tmn Mutiara Barat Cheras K. L. *. For sell. *. Freehold. 1060sqft. High Floor. Fully Furnished. 3 Bedrooms a,http://rd.trovit.com/id.141KFl12Eg1c/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.3/,//img-ap-1.trovit.com/img1my/141KFl12Eg1c/141KFl12Eg1c.1_10.jpg,iProperty,11 days ago,MYR 450000,3,1060
1253,Suasana Lumayan Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,Wts [corner] Suasana Lumayan Condo Tasik Permaisuri near HUKM Block D 520K ONLY sf. Ft (Type B. corner) 4 room 2 baths 1 carpark High Floor Unit,http://rd.trovit.com/id.101T1l1QnW1b1D/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.4/,//img-ap-1.trovit.com/img1my/101T1l1QnW1b1D/101T1l1QnW1b1D.1_10.jpg,iProperty,30+ days ago,MYR 520000,4,1365
1254,Vista Tasik Bandar Sri Permasuri Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Urgent Sale Below Market Value. Low rise condo with lift. Located at high floor. Unblock view facing lake. Fully Renovated: Built in Kitchen Cabi,http://rd.trovit.com/id.101e1m1ZlOX1V/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.5/,#NA,iProperty,30+ days ago,MYR 538000,3,1250
1255,Vila Vista Taman Pertama Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Vila vista @ taman pertama cheras. High-end condominium. 2059 sqft. 4+1 Rooms 4 Bathroom 4 Car Park. 1 Balcony 1 Terrace. Dual Key Unit. Facing ,http://rd.trovit.com/id.10i1T1QI1_1F1l/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.6/,#NA,iProperty,30+ days ago,MYR 1350000,4,2059
1256,Thelmes 2 Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,Thelmes 2 @ Bandar Tun Razak KL Cheras Newt Cake! Price Below Market! Low Density! Strategic Location! Phase 1 Fully Sold out on Launching day 2,http://rd.trovit.com/id.11L1jcVQ1j/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.7/,#NA,iProperty,30+ days ago,MYR 410000,3,1106
1257,Amaya Maluri Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,BANK AUCTION PROPERTY: Amaya Maluri Serive Apartment Unit No. 11-23A Auction price: RM380700.00 Martket price: RM470000.00 Auction Date: 23rd A,http://rd.trovit.com/id.15i1xx181WAn/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.8/,#NA,iProperty,30+ days ago,MYR 380700,2,662
1258,Amaya Maluri Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Amaya Maluri Condo 719sf Maluri MRT Sunway Velocity Cheras KL Pls Contact Roy For Viewing Show MALURI. 719sf. 1+1 Bedrooms 2 Bathrooms. Partially,http://rd.trovit.com/id.1719CC1_1I11b/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.9/,#NA,iProperty,30+ days ago,MYR 405000,2,719
1259,Awana Puri Taman Mutiara Barat Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Awana Puri Condomoniums @ Taman Mutiara Barat for SALE Unit details; freehold. Low Density. Cozy and Quite area. Just 15 Level/stories only. LARG,http://rd.trovit.com/id.1DKxz1Ea1kJ/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.10/,#NA,iProperty,10 days ago,MYR 438000,3,1185
1260,Amaya Maluri Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Amaya maluri service residence for sale! Best offer in amaya! Super cheap! Few unit available Amaya Maluri is favored due to its strategic locati,http://rd.trovit.com/id.1E61Zf101UqP/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.11/,#NA,iProperty,30+ days ago,MYR 430000,2,719
1261,Trion Chan Sow Lin Cheras, 55200 Kuala Lumpur Federal Territory of Kuala Lumpur ,2019 New High Endtel and Serviced Apartment @ Sg. Besi Fot More Info Please contact Ms. Vivien Lee @ 017-4606--- or Mr. Jordan low @ urbanite ef,http://rd.trovit.com/id.661P1h1-xL1L/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.12/,#NA,iProperty,30+ days ago,MYR 470000,2,797
1262,Green Residence Taman Rasa Sayang Cheras, 43200 Cheras Ampang Jaya Selangor ,Green Residence is a luxurious freehold condominium that lies just across the hustle and bustle area of Kuala Lumpur city centre. Green...,http://rd.trovit.com/id.eVF1-F1Bx1F/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.13/,#NA,iProperty,30+ days ago,MYR 789000,3,1611
1263,Shamelin Bestari Taman Shamelin Perkasa Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Shamelin Bestari condominium located at Cheras Taman Shamelin Perkasa Unit for Sales at RM 470000/= (Below Market Price) *. Leasehold with Str,http://rd.trovit.com/id.W15k66s1V1A/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.14/,#NA,iProperty,30+ days ago,MYR 470000,3,1040
1264,The Lumayan Apartment Bandar Sri Permaisuri Cheras, 56000 Bandar Sri Permaisuri Cheras Ampang Jaya Selangor ,...Lumpur. Seremban. Lebuhraya KL. price: rm 360000 # due to protect tenant and owner secure purpose all photo might not the actualuse photo...,http://rd.trovit.com/id.1Uqn1dYP9/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.15/,#NA,iProperty,30+ days ago,MYR 360000,3,830
1265,Angkasa Condominiums Taman Connaught Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Angkasa Condominium Taman Connaught Cheras for SALE Unit details; freehold. Pre-owned by a Malaysian Chinese. Newly Painted  Refurbished Unit. N,http://rd.trovit.com/id.1c135l1_gU1p/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.16/,#NA,iProperty,30+ days ago,MYR 378000,3,926
1266,Angkasa Condominiums Taman Connaught Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,2019 auction property (below market value 1) Auction Date: Pending Date (2nd) 2) Reserve Auction Price: RM 333 K 3) Official Bank Value: RM 370 K,http://rd.trovit.com/id.1s191Yf1K31z1E/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.17/,#NA,iProperty,30+ days ago,MYR 333000,3,926
1267,Maxim Residences Taman Len Seng Cheras, 43200 Kuala Lumpur Federal Territory of Kuala Lumpur ,For rent (below market price) Maxim Residence. 689sqft. 1room1bath. Partially furnished. Easy Accessiblility to: Kesas (exit proton) LKSA NKVE Fe,http://rd.trovit.com/id.L1qOW1VFH1C/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.18/,#NA,iProperty,8 days ago,MYR 349000,1,689
1268,Altitude 236 Alam Damai Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Altitude 236 is strategically located in a matured township with easy access to major highways such as KESAS MEX CKE and future SUKE. This unit,http://rd.trovit.com/id.1d8191q1S182y/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.19/,#NA,iProperty,2 days ago,MYR 940000,4,1808
1269,Awana Puri Taman Mutiara Barat Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Awana Puri Condo Taman Mutiara Barat Taman Tayton View Cheras for Sale. 1080 square feet. 2 bedroom. 2 bathroom. Freehold. Kitchen cabinet. Pa,http://rd.trovit.com/id.1kr614v1YYS/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.20/,#NA,iProperty,30+ days ago,MYR 390000,2,1080
1270,Connaught Avenue Taman Connaught Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Connaught Avenue @ Cheras Taman Connaught. 950 sqft. 3 rooms 2 baths. Renovated. Fully furnished. Air conditioner x4. water heaters. Kitchen top.,http://rd.trovit.com/id.1n1z151n1B1L0z/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.21/,#NA,iProperty,30+ days ago,MYR 395000,3,950
1271,You Vista @ You City Taman Suntex Cheras, 43200 Cheras Ampang Jaya Selangor ,...expecting a solid mark in the market value for investors and own buyers. The location of You Residence is well connected to many areas in Kuala...,http://rd.trovit.com/id.1t1B41I1jn1td/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.22/,#NA,iProperty,5 days ago,MYR 525000,3,1276
1272,Segar View Condominium Taman Segar Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Segar View Condo Taman Segar Cheras for View is a low rise condominium located in Taman Segar Cheras. It is situated just behind Leisure Mall ,http://rd.trovit.com/id.8W1m4We1Z1Y/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.23/,#NA,iProperty,15 days ago,MYR 530000,3,920
1273,Pertama Residency Taman Kobena Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Pertama Residency Suites is an exclusive modern designer suites measuring 610 sf. Located right at the junction of Jalan Loke Yew and Jalan Chera,http://rd.trovit.com/id.8i151f1aX1M1S/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.24/,#NA,iProperty,30+ days ago,MYR 368000,1,610
1274,M Vertica Taman Maluri Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,M Vertica Taman Maluri Cheras M Vertica Jalan cheras Taman Maluri KL WALKING DISTANT MRT! Walking distant lrt! Walking distant sunway veloci,http://rd.trovit.com/id.E1917n191c1Nr/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.404web-modphp-155dbda44c79999/tracking/what_d.kuala%20lumpur/type.1/page.51/cookieid.421531292365dbda44c78b189.97728004/campaigns.283/pos.25/,#NA,iProperty,30+ days ago,MYR 450000,3,850
1275,Green Residence Taman Rasa Sayang Cheras, 43200 Cheras Ampang Jaya Selangor ,...FEES FREE STAMP DUTY FULL LOAN Green Residence is a luxurious freehold condominium that lies just across the hustle and bustle area of Kuala...,http://rd.trovit.com/id.F1L1D1111Q-1u/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.1/,//img-ap-1.trovit.com/img1my/F1L1D1111Q-1u/F1L1D1111Q-1u.1_10.jpg,iProperty,30+ days ago,MYR 789000,3,1611
1276,The Lumayan Apartment Bandar Sri Permaisuri Cheras, 56000 Bandar Sri Permaisuri Cheras Ampang Jaya Selangor ,...Lumpur. Seremban. Lebuhraya KL. Putrajaya = ASKING PRICE: RM380000 nego = Loan  Lawyer can be arranged. 10% deposit required: 3% Earnest...,http://rd.trovit.com/id.1x1I1DY1p141Iv/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.2/,//img-ap-1.trovit.com/img1my/1x1I1DY1p141Iv/1x1I1DY1p141Iv.1_10.jpg,iProperty,30+ days ago,MYR 380000,3,830
1277,Trion Chan Sow Lin Cheras, 55200 Kuala Lumpur Federal Territory of Kuala Lumpur ,2019 New High Endtel and Serviced Apartment @ Sg. Besi Fot More Info Please contact Ms. Vivien Lee @ 017-4606--- or Mr. Jordan low @ urbanite ef,http://rd.trovit.com/id.31LS1W1wL1m1c/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.3/,//img-ap-1.trovit.com/img1my/31LS1W1wL1m1c/31LS1W1wL1m1c.1_10.jpg,iProperty,30+ days ago,MYR 472000,2,800
1278,Amaya Maluri Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Amaya maluri service residence for sales! *fully renovate view to believe*. Few unit available. Please call to ask Amaya Maluri is favored due t,http://rd.trovit.com/id.AL1K1x111p1re/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.4/,//img-ap-1.trovit.com/img1my/AL1K1x111p1re/AL1K1x111p1re.1_10.jpg,iProperty,30+ days ago,MYR 430000,1,719
1279,Maxim Residences Taman Len Seng Cheras, 43200 Kuala Lumpur Federal Territory of Kuala Lumpur ,High floor with nice view. With balcony 2cp. easy connect to MRT within 1 min. Fully furnished with tenant. Rental rm1800.00. buy before hand o,http://rd.trovit.com/id.FC1G1liY1H1C/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.5/,#NA,iProperty,30+ days ago,MYR 478000,1,850
1280,M Vertica Taman Maluri Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,M Vertica Taman Maluri Cheras M Vertica Jalan cheras Taman Maluri KL WALKING DISTANT MRT! Walking distant lrt! Walking distant sunway veloci,http://rd.trovit.com/id.5EYLOu1v1E/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.6/,#NA,iProperty,30+ days ago,MYR 448000,3,850
1281,Connaught Avenue Taman Connaught Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Connaught Avenue is being built with an integrated building design that features a boulevard concept. There are 2 types of shop offices available,http://rd.trovit.com/id.71I1b1K1l1u1z1-/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.7/,#NA,iProperty,30+ days ago,MYR 360000,3,950
1282,Altitude 236 Alam Damai Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Altitude 236 is strategically located in a matured township with easy access to major highways such as KESAS MEX CKE and future SUKE. This unit,http://rd.trovit.com/id.A1wd_1oVpX/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.8/,#NA,iProperty,2 days ago,MYR 860000,3,1389
1283,Trion Chan Sow Lin Cheras, 55200 Kuala Lumpur Federal Territory of Kuala Lumpur ,2019 New 4 Startel and Serviced Apartment @ 1st in Sg. Besi Fot More Info Please contact Ms. Vivien lee @ urbanite effect convenience stay sma,http://rd.trovit.com/id.BY2pG1iS1b/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.9/,#NA,iProperty,30+ days ago,MYR 470000,3,1023
1284,Trion Chan Sow Lin Cheras, 55200 Kuala Lumpur Federal Territory of Kuala Lumpur ,Most High Endtel and Serviced Apartment in Sg. Besi of 2019 Freehold Fot More Info Please contact Ms. Vivien lee @ urbanite effect convenience,http://rd.trovit.com/id.NN1512Q1IBD/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.10/,#NA,iProperty,30+ days ago,MYR 500000,2,840
1285,Thelmes 1 Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,Please contact 017-7550--- (KK CHIA) for viewing purposes. 1018 sqft. 3 bedrooms + 2 bathrooms. 2 carparks Partially furnish @ RM 1500-RM1700 F,http://rd.trovit.com/id.eir1e1Gk61G/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.11/,#NA,iProperty,30+ days ago,MYR 445000,3,1018
1286,Altitude 236 Alam Damai Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,For viewing appointment please call yumi soh @ 016 211 0--- i am the altitude 236 condo sprecialist here to provide you more infomation. *your c,http://rd.trovit.com/id.fAbq1VPE17/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.12/,#NA,iProperty,30+ days ago,MYR 855000,3,1485
1287,Thelmes 2 Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,Thelmes 2 @ Bandar Tun Razak KL Cheras Newt Cake! Price Below Market! Low Density! Strategic Location! Phase 1 Fully Sold out on Launching day 2,http://rd.trovit.com/id.iX1V1w1Djd1l/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.13/,#NA,iProperty,30+ days ago,MYR 380000,3,979
1288,Silk Residence Cheras South Cheras, 43200 Cheras Ampang Jaya Selangor ,...or rent your properties in kuala lumpur selangor or negeri sembilan area. YOU ARE WELCOME to lists your good properties with us. Thank you.,http://rd.trovit.com/id.k1B1mn1IG1mg/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.14/,#NA,iProperty,30+ days ago,MYR 1200000,6,4177
1289,Green Terrain (Prima Villa) Taman Rasa Sayang Cheras, 43200 Cheras Ampang Jaya Selangor ,Malaysia Property Line: Green Terrain Prima Villa Condominium Kuala Lumpur Green Terrain is a freehold residential high-rise development...,http://rd.trovit.com/id.gQ1p1KwmK1o/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.10403web-modphp-045dbda4520a4f2/tracking/what_d.kuala%20lumpur/type.1/page.52/cookieid.421531292365dbda45209ae12.95924443/campaigns.283/pos.15/,#NA,iProperty,30+ days ago,MYR 830000,4,2600
